Account,Index,AARE,Threshold,Actual_Amount,Predicted_Amount
10042B7C8,202,0.25154521516745887,0.22718446625668776,16958.039999999986,196464.82889538287
10042B7C8,205,0.4738687485861006,0.22876968903475398,2237.8300000000013,86593.76507827842
10042B7C8,206,0.2547824556131288,0.22928568065997523,12036.879999999997,131886.2072716985
10042B7C8,208,0.2649872330575684,0.22954849617013084,5355.3099999999995,52114.58590127121
10042B7C8,211,0.28175148155973434,0.22879386267663315,4521.230000000001,48444.539083387455
10042B7C8,212,0.5051713586092038,0.23231920236442308,1846.7599999999993,82576.46699153922
10042B7C8,213,0.3071837218579857,0.23330899400585406,30860545.989999954,154446.40215098753
10042B7C8,216,0.27788573804845923,0.23179971891359813,8123.300000000004,99141.49120236501
10042B7C8,217,0.2335721139846446,0.23203489114998357,15428.55000000001,146768.52430814202
10042B7C8,222,0.4408324023074227,0.22985646134154725,2464.5000000000005,77118.9662605617
10042B7C8,223,0.3002789039492453,0.23072091454975752,23960824.380000014,145743.75660900978
10042B7C8,226,0.30035046635014323,0.230021038282432,7227.629999999995,104260.84221210575
10042B7C8,232,0.44045248096809314,0.22839842934117843,1018126372.8600011,109720.79276062106
10042B7C8,233,0.4300535606119278,0.2305167399714644,666857769.5499996,106960.16531660738
10042B7C8,234,0.28054857609773753,0.23112799947694246,8689.289999999997,110693.19508978908
10042B7C8,241,0.2784340284865017,0.22747271576808023,7762.179999999997,94005.78263935217
10042B7C8,249,0.37935233951724645,0.22728397182381943,4806.580000000001,119858.9587139896
10042B7C8,251,0.26999310192365306,0.22693320500264055,4250438.600000002,68991.56891129477
10042B7C8,252,0.27566932201517597,0.22745669994740025,5667369.259999995,77924.81332343665
10042B7C8,255,0.2614441449370402,0.2268594703905051,5931468.500000001,100543.5562188068
10042B7C8,259,0.47191558002750367,0.22846413328269663,2634.09,108422.22677388412
10042B7C8,261,0.30235965858917657,0.22845979114672704,6255.09,87932.02111478346
10042B7C8,262,1.3496154244805187,0.24317274769400876,102.15000000000003,53810.9773942956
10042B7C8,275,0.37870764410413255,0.23784315705321696,4553.890000000003,110654.14248222802
10042B7C8,279,0.28446370465002296,0.23674256296209603,5302.970000000003,60828.60524275687
10042B7C8,283,0.26421534412547126,0.23543737972169618,4758.54,44588.663284400856
10042B7C8,284,0.30708858624344104,0.23603242056429152,5311.350000000002,74007.19868494276
10042B7C8,288,0.24689887584930473,0.23538494759102352,5759670.089999995,123384.176842684
10042B7C8,294,0.3219740294798121,0.2328658713197766,5929.279999999999,97253.02055750499
10042B7C8,296,0.4474814677231311,0.23358367863345503,2939.2300000000005,104812.65256086965
10042B7C8,310,0.24765167750203784,0.22901756689340236,5820467.080000001,122913.92746669408
10042B7C8,313,0.3295185545891828,0.22914743626109152,5355.419999999997,90699.1785635783
10042B7C8,316,0.4321304635350393,0.22946327349394324,2482.3199999999993,72798.75576951948
10042B7C8,320,0.27174126946579874,0.2290184976939328,9574.53,115612.66754214239
10042B7C8,321,0.5327068999142899,0.23101365266223323,2227.239999999999,135344.754522204
10042B7C8,325,0.3188882958558881,0.23036360456606536,13418522.739999982,71574.26800110926
10042B7C8,332,0.7274320157670876,0.23041220054902165,861.6300000000003,117878.32750268208
10042B7C8,344,0.24939606159593977,0.2266167000944214,12099.340000000007,126190.85279989496
10042B7C8,348,0.27596002004697534,0.22575101389742167,5549342.800000004,76400.24855416946
10042B7C8,350,0.7796329486365053,0.2287172907387984,586.2200000000003,84614.42484985935
10042B7C8,351,0.29253732349213507,0.22911405405462654,14096.529999999997,230632.4791897441
10042B7C8,353,0.47085782406343224,0.23027016593053382,1991212951.1500003,83281.77242448294
10042B7C8,356,0.24180148428118922,0.2301034688156319,9280.159999999993,84521.91764985527
10042B7C8,359,0.34268663341049066,0.2296313162634824,4040.619999999997,69577.32696559894
10042B7C8,361,0.4090591699828768,0.23015375390890963,333568488.8100001,108816.27640298427
10042B7C8,364,0.2878323564943081,0.2296899388529407,13155753.670000015,117489.77647739832
10042B7C8,366,0.26544686621749114,0.22983950311560927,10668652.069999993,145384.07023551286
10042B7C8,369,0.3289363273722017,0.23006925664712377,58288233.920000054,162628.41464382614
10042B7C8,370,0.25750181263001665,0.23027936640427416,8048.330000000003,81563.28909759827
10042B7C8,375,0.42577732808510155,0.22930815744806332,211499902.0699998,60335.715751300624
10042B7C8,385,0.3747568017667286,0.22708085067344264,5997.739999999996,156282.77710096765
10042B7C8,387,0.27111108985438037,0.22720669956523407,6119.680000000004,65078.34584932552
10042B7C8,388,1.086279858179487,0.23286685988730194,150.95,35614.47230222906
10042B7C8,405,0.49368617226747524,0.2295651361554113,1750.79,69942.03795478027
10042B7C8,416,0.2509836267299682,0.22600012494146865,11520.91,120475.0530978579
10042B7C8,417,0.3558792489296913,0.2265777606789756,88844442.02999985,131787.50892863603
10042B7C8,418,0.2427427525351709,0.22671752770033596,9337.250000000002,85904.0662020041
10042B7C8,419,0.2716052127829723,0.2269595905368605,8179.369999999994,94514.40382799481
10042B7C8,422,0.26034756808829074,0.22616406148575433,1251695.2300000004,32360.586886136585
10042B7C8,424,0.262313866515432,0.22609159996243253,5977.259999999996,58508.02359332757
10042B7C8,426,0.23969535553114338,0.22577449340664046,4127594.3000000007,107137.39460238355
10042B7C8,428,0.7782643280219003,0.22810902123874172,810.9100000000001,149235.2857943253
10042B7C8,437,0.32052489138676576,0.2261921780053141,6260.210000000004,103175.76076848403
10042B7C8,440,0.2795366512449185,0.226315577933892,10027.280000000008,131738.50154962786
10042B7C8,444,0.3397485723126828,0.22615882020958683,18378691.64,62555.716903911045
10042B7C8,445,0.23440399073210083,0.22626196151526354,9407.369999999992,80337.20427230834
10042B7C8,447,0.2448995764343329,0.2264040625263868,5466073.57,122353.95367820481
10042B7C8,449,0.22946105229233105,0.22603685876230764,3022418.0,98482.97496966721
10042B7C8,451,0.46523104973832463,0.22658862052172293,2927.599999999999,120075.53799145998
10042B7C8,452,0.4579355267326554,0.22751737766528865,5641.320000000001,294701.4022556636
10042B7C8,453,0.7415100235868075,0.22985373484819324,983.7700000000001,163275.20486580062
10042B7C8,457,0.398786400455702,0.22953625464381983,801.8599999999999,11559.346545035689
10042B7C8,462,0.33056663350935517,0.2286530513726557,3270.600000000001,47491.2548727897
10042B7C8,467,0.36430369721749134,0.22809200800426396,5517.130000000002,127331.92613621203
10042B7C8,470,0.7827527382465674,0.2303905964420246,484.45000000000016,61478.710290347066
10042B7C8,472,0.4668251420536168,0.23118734111164163,869.6900000000002,20523.187886270152
10042B7C8,474,0.29385972999511906,0.2312659211731808,1228.9699999999998,9950.538221816136
10042B7C8,477,0.29119443692423097,0.23113130742550414,924611.2200000001,16930.882562798775
10042B7C8,480,0.7313214408523119,0.23269545065793962,614.0599999999997,67376.19926289373
10042B7C8,482,0.4324605752374761,0.23312180472895672,3101.8599999999988,100417.06532763151
10042B7C8,483,0.24073578319038783,0.23321506356052427,7898406.0900000045,172604.5803383829
10042B7C8,492,0.39688057786799424,0.2318255034464824,2494.28,55636.822318817736
10042B7C8,499,0.25602327497665733,0.2300549619333016,7338518.649999995,128188.59848965495
10042B7C8,507,0.2559547522084504,0.2281202106343348,3507117.4300000034,74085.51299880655
10042B7C8,513,0.5114249197487972,0.2282223098429752,1990.3900000000003,96922.10111961402
10042B7C8,522,0.25340795650546927,0.22615824210945107,12919.269999999997,142264.8396911633
10042B7C8,523,0.24064909323839576,0.22625911014485173,9510282.98,199019.3318738817
10042B7C8,526,0.5090760429023153,0.2269379381691668,2376.1800000000007,124374.4333315334
10042B7C8,531,0.9023775953027348,0.22906463319824394,262.74000000000007,40362.73740418687
10042B7C8,532,0.2675113904962019,0.2292274343144014,11529876.819999997,148834.33272622037
10042B7C8,534,0.26906339697601583,0.2293864503309042,5891980.179999997,88843.73915058127
10042B7C8,541,0.25622070399929214,0.2277654506794768,6479935.519999996,116493.43700002345
10042B7C8,542,0.3069599903679733,0.2280342193431643,6513.089999999997,96505.01875054749
10042B7C8,547,0.2948900215063762,0.22777238425630236,11583841.500000004,95672.76344866652
10042B7C8,555,0.2857834737879949,0.2264818128591931,10584.489999999994,149590.51868428578
10042B7C8,559,0.7485559590701558,0.22802341134996776,634.97,79792.24912796712
10042B7C8,561,0.23300401228144324,0.2279383649746439,9837.690000000004,83811.30493645524
10042B7C8,562,0.3661096889526943,0.22835929034169208,3022.9100000000003,56863.20913300627
10042B7C8,568,0.3833407865420924,0.22752516418627994,110016573.36999981,90956.61655838114
10042B7C8,569,0.32379609222555805,0.22782367003518406,5360.300000000005,86454.64167524043
10042B7C8,570,0.2862987135810662,0.22802280553768794,38730118.12000004,260374.48324419814
10042B7C8,572,0.2802680590815364,0.22816889300942506,8652.339999999995,109811.23798911963
10042B7C8,575,0.35036393098128193,0.22825972136454112,28662819.860000044,69909.62786701713
10042B7C8,582,0.3454778936088077,0.22793037563632376,42318494.73000002,98113.33736966617
10042B7C8,585,0.2848281269985056,0.22770417963659043,8872.050000000003,118192.95631241663
10042B7C8,592,0.29448708387030986,0.22677974943103557,6614.480000000001,88239.39887741042
10042B7C8,596,0.3666011500001357,0.2266400042055999,88235205.01000012,107834.13473501631
10042B7C8,597,0.2937233333832926,0.22684836974872366,6969.0899999999965,93774.04972944732
10042B7C8,599,0.31252295054887336,0.22700752073522973,6008.310000000001,91156.86820375816
10042B7C8,600,0.3495532158983377,0.22735462825276978,21979302.52999997,59646.08106578288
10042B7C8,604,0.2892719263240567,0.22705423447752365,6109.600000000005,76082.72225895857
10042B7C8,605,0.2589861523567002,0.2271770253638882,10989.200000000003,122339.48537337662
10042B810,204,1.4634431374711705,0.48450280949082286,15.379999999999999,979.3787131836431
10042B810,210,3.3175373215828414,0.5284941001559278,3.930000000000001,979.3787131836431
10042B810,219,0.6048190226884436,0.5109749332177345,37126285.02999996,979.3787131836431
10042B810,220,0.5697558011163228,0.5121917604298054,8969783.250000004,979.3787131836431
10042B810,237,2.9183690285167825,0.5221067912488899,4.799999999999997,979.3787131836431
10042B810,240,0.6752072510904739,0.5209783391957987,60.049999999999976,979.3787131836431
10042B810,241,2.0397955485004355,0.5378192717925475,8.639999999999995,979.3787131836431
10042B810,247,6.867707637568369,0.6376051756952159,1.4000000000000008,979.3787131836431
10042B810,250,1.340979459822258,0.6412882626115552,17.96,979.3787131836431
10042B810,261,2.664838713278356,0.6393067574545868,5.550000000000002,979.3787131836431
10042B810,263,0.686306173530674,0.6406904902766437,58.42000000000002,979.3787131836431
10042B810,266,1.3641964806382663,0.6420055503179671,17.42000000000001,979.3787131836431
10042B810,280,1.8152115591794147,0.6242122319515457,10.550000000000004,979.3787131836431
10042B810,285,0.9141628421322718,0.6173646346078345,35.540000000000006,979.3787131836431
10042B810,291,3.714735106057499,0.6407067965319763,3.3100000000000005,979.3787131836431
10042B810,294,2.10683460167406,0.6488295526989557,8.179999999999998,979.3787131836431
10042B810,312,3.306608187589584,0.6432553547354876,3.949999999999998,979.3787131836431
10042B810,318,1.0245559423485922,0.6379018823220013,29.030000000000005,979.3787131836431
10042B810,330,1.2241150028610603,0.6349894690581793,21.130000000000003,979.3787131836431
10042B810,339,1.0596211306029526,0.6282786408383251,27.339999999999996,979.3787131836431
10042B810,367,18.257514177587083,0.853533648559628,0.43000000000000016,979.3787131836431
10042B810,387,2.0301202616565894,0.8381053787246511,8.709999999999999,979.3787131836431
10042B810,427,140.171871101911,3.202765939419624,0.05000000000000016,979.3787131836431
10042B810,438,28.803378673086733,3.2790425603012365,0.26000000000000056,979.3787131836431
10042B810,610,4.061023911209929,2.648913008150505,2.8999999999999986,979.3787131836431
10042B810,637,117.207496129638,3.3360882649542654,0.06000000000000024,979.3787131836431
10042B8E8,201,0.590921214820568,0.34425534143062897,647.2200000000001,29731.341689175344
10042B8E8,206,0.6967605737975752,0.34606813803269076,789.0500000000002,82531.75569152179
10042B8E8,222,0.5429035602696322,0.3308723787216398,742.6799999999998,26931.21516984596
10042B8E8,231,0.40974528857308345,0.32319850323836496,2063.9900000000007,47117.35761381701
10042B8E8,240,0.454001957787258,0.3168829054094525,1724.3999999999999,50866.956866357774
10042B8E8,257,0.38224850939432303,0.30560308566247146,1840.2400000000007,32597.239860758153
10042B8E8,259,0.32294035579906016,0.30590918935589717,1407610.7300000004,14549.887701795895
10042B8E8,268,0.7645055134690308,0.30441341291004764,466.80999999999995,51445.127311290475
10042B8E8,269,0.970690285179294,0.31053898008291536,257.5599999999999,56807.276690072584
10042B8E8,274,0.722775908763963,0.31161968638431853,509.23,46223.72418288112
10042B8E8,276,0.4046270268709062,0.3122255527864476,63119023.3800001,44054.936705984735
10042B8E8,280,0.5961037050604877,0.3132254437310905,596.1900000000003,26974.14256298905
10042B8E8,281,0.3719566886003119,0.3138038120326219,3124.8099999999995,62363.499943578696
10042B8E8,282,0.5578036208152205,0.3156728535194146,1147.9000000000005,58520.9757698263
10042B8E8,283,0.33756021043248535,0.3160166795626635,16736071.119999977,60985.73499709286
10042B8E8,284,0.3798126549984075,0.31661715773284466,2402.2699999999995,46223.72418288112
10042B8E8,285,0.4613906385734686,0.3177452754323894,1386.01,39065.62575278576
10042B8E8,289,0.4117499856522067,0.3163946115490529,2014.2099999999994,46223.72418288112
10042B8E8,291,0.36041660821482674,0.31623185219374494,2684.369999999999,46223.72418288112
10042B8E8,293,0.3423769129776723,0.31563548938653274,12403325.670000017,46223.72418288112
10042B8E8,300,0.34266415535146233,0.31421748313961173,12492169.809999982,46223.72418288112
10042B8E8,310,0.33415549826138674,0.3088396059206446,10189301.110000018,46379.37941567583
10042B8E8,312,0.4497263326897222,0.30920515045677066,1061.7,24403.3616653277
10042B8E8,314,0.4619113122308572,0.30913035175294934,1200.4699999999998,31787.305135124814
10042B8E8,315,0.32490953977540904,0.3093827456543844,11018808.199999984,56763.62713297121
10042B8E8,316,0.35863684546560104,0.30980835158154785,18766124.239999972,46223.72418288112
10042B8E8,319,0.5602109967942255,0.30938315161849705,749.9499999999998,30658.155049001503
10042B8E8,321,0.6137206984857985,0.31090118261719935,843.5399999999997,52812.85861266688
10042B8E8,322,0.3537869538192553,0.3112828075702107,3279.139999999997,57512.44591365009
10042B8E8,325,0.9820584007865446,0.3145010117139717,145.24000000000007,19555.36046541709
10042B8E8,327,2.0106279706442467,0.3301363264548467,30.51000000000002,32453.24783980061
10042B8E8,350,24.582911007658385,0.8038624381586648,0.49000000000000077,26952.773140741996
10042B8E8,355,1.0042600370361605,0.7989577881655103,210.8100000000001,45897.86799470209
10042B8E8,358,1.5889856627432501,0.8001975002113384,62.36,46223.72418288112
10042B8E8,391,1.1718652771041682,0.7604447050370711,112.67999999999998,29151.066785152816
10042B8E8,404,2.49162938721738,0.7522399650527908,21.129999999999995,49678.55673840975
10042B8E8,419,0.7951701476415258,0.7359151661426259,339.26999999999987,35078.59743122227
10042B8E8,451,0.815315973655034,0.7015081290896481,201.52000000000004,15379.427598313325
10042B8E8,471,1.5575425323041827,0.6876754127881906,47.81999999999999,20827.65882012109
10042B8E8,476,1.2217330556561041,0.6869476869340181,111.11999999999996,35796.21195914732
10042B8E8,485,0.9742304828764987,0.6824116397425226,206.35999999999996,37474.678742250406
10042B8E8,507,1.0073948181244168,0.6654993434609935,215.75000000000006,48885.91618030052
10042B8E8,508,2.0512322721819753,0.6702537002839682,35.10000000000001,56533.9652355508
10042B8E8,528,0.8105425550023889,0.6555327819231388,261.4399999999999,23973.91971399876
10042B8E8,537,1.041453314021998,0.6502097708416981,173.25,37604.38723807259
10042B8E8,540,1.5155215182140027,0.6520040139137433,42.519999999999975,13247.228630307693
10042B8E8,577,1.1972630402167659,0.6305576466528503,114.06999999999996,33764.74982139047
10042B8E8,580,1.1563514327183797,0.6312891472774181,100.87,21381.28094195215
